credit_history,employment_status,collateral,payment_history,type_of_credit_accounts,public_records_and_collections,purpose_of_loan,income,assets_value,debt_to_income_ratio,length_of_credit_history,number_of_credit_inquiries,number_of_credit_accounts,number_of_credit_accounts_opened_last_12_months,current_balance_of_credit_accounts,total_credit_limit,total_credit_utilization,loan_amount,saving_account_balance,approval_status
Good,Employed,House,Fair,Auto,Tax Lien,Home Improvement,39186,37406,61,30,1,5,4,2908,18766,78,2824,13710,Approved
Fair,Unemployed,Investment,Fair,Other,Tax Lien,Home Improvement,10534,32274,71,82,5,4,5,19411,10005,46,3232,10831,Rejected
Fair,Unemployed,Land,Poor,Mortgage,Judgement,Car Financing,22776,18019,55,6,1,0,3,2871,14202,26,2950,7795,Rejected
Excellent,Self-Employed,Land,Poor,Personal,Tax Lien,Debt Consolidation,25516,29283,35,69,5,1,2,9134,9652,63,1895,2077,Rejected
Good,Unemployed,Investment,Fair,Auto,None,Home Improvement,22100,43816,70,96,0,2,2,12930,16706,37,4805,7324,Rejected
Good,Employed,None,Good,Personal,Other,Business,49470,21808,60,55,5,0,4,17502,5748,43,4883,7573,Approved
Good,Unemployed,Car,Excellent,Other,Bankruptcy,Business,25637,43818,5,19,1,2,2,18182,7442,93,4142,10868,Rejected
Good,Self-Employed,House,Good,Auto,Other,Home Improvement,17978,20976,71,89,3,1,4,8914,19586,25,4277,4125,Rejected
Excellent,Self-Employed,None,Fair,Student,Tax Lien,Other,21139,42401,70,86,1,0,5,19712,3277,34,1522,17790,Rejected
Poor,Self-Employed,Investment,Good,Other,Tax Lien,Other,11694,20640,64,17,2,5,3,6265,14153,76,3506,1349,Rejected
Good,Employed,None,Poor,Student,Other,Home Improvement,23938,19050,41,34,2,3,2,2925,11803,6,2959,6155,Rejected
Poor,Employed,Investment,Good,Mortgage,Collection,Other,41170,14492,14,85,5,3,0,16682,18253,82,4487,7349,Rejected
Poor,Self-Employed,Car,Good,Personal,Bankruptcy,Home Improvement,33855,49347,74,25,0,4,4,18569,7787,67,4552,5523,Rejected
Fair,Employed,Other,Fair,Mortgage,None,Car Financing,17746,41133,80,60,4,5,2,1274,12493,7,4188,10539,Rejected
Excellent,Employed,None,Poor,Mortgage,Collection,Business,32532,38866,77,62,2,5,4,17443,2384,71,1241,4906,Rejected
Poor,Employed,House,Poor,Personal,Other,Business,37656,25617,9,75,0,0,2,7521,11090,52,4015,9864,Rejected
Fair,Unemployed,House,Good,Auto,Judgement,Debt Consolidation,44760,31034,31,78,0,3,1,15310,9416,88,3025,3811,Rejected
Poor,Unemployed,None,Good,Other,Other,Other,37973,22212,8,79,2,1,3,5135,11706,60,1337,13060,Rejected
Good,Self-Employed,None,Fair,Personal,Other,Car Financing,15031,25821,73,29,3,2,3,16051,9463,44,3695,321,Rejected
Fair,Employed,None,Fair,Mortgage,None,Other,41527,29367,29,57,1,1,0,2031,11389,72,1763,11144,Rejected
Excellent,Employed,House,Poor,Student,None,Car Financing,24863,16316,4,71,5,3,5,10331,11924,49,3829,18646,Rejected
Excellent,Self-Employed,Land,Excellent,Student,Collection,Other,32473,23339,12,20,2,2,4,7486,6699,47,1284,8619,Rejected
Fair,Self-Employed,Investment,Fair,Mortgage,Other,Other,11963,45178,72,72,3,3,5,10781,16675,51,1783,15274,Rejected
Excellent,Unemployed,Other,Good,Other,None,Business,21457,43945,97,53,3,1,5,51,11381,50,2732,1402,Rejected
Good,Self-Employed,House,Good,Auto,Tax Lien,Debt Consolidation,10831,23258,81,2,1,5,5,1981,7551,87,2373,19688,Rejected
Excellent,Employed,Car,Good,Other,Tax Lien,Home Improvement,33525,21843,55,74,3,0,1,10257,7086,12,4850,16668,Rejected
Fair,Self-Employed,None,Good,Personal,None,Home Improvement,34329,12878,94,30,5,1,3,4145,8684,16,2157,12654,Rejected
Poor,Employed,Investment,Poor,Student,Tax Lien,Debt Consolidation,25886,36534,42,69,1,1,3,18542,4206,54,1415,9427,Rejected
Poor,Employed,Land,Excellent,Auto,Judgement,Car Financing,43484,46727,10,25,4,5,0,4473,8854,86,2033,12886,Rejected
Good,Self-Employed,Other,Good,Student,Bankruptcy,Home Improvement,27349,14505,1,53,1,2,4,3313,13526,57,3739,19817,Rejected
Good,Self-Employed,Car,Good,Personal,None,Other,23625,29445,92,57,2,0,2,17896,18356,68,1082,19902,Approved
Fair,Unemployed,Car,Excellent,Mortgage,None,Business,27091,47616,92,21,2,2,2,5025,13431,86,2203,18142,Rejected
Fair,Self-Employed,House,Poor,Student,Other,Debt Consolidation,19369,26453,41,89,3,3,2,9759,19751,26,2394,10115,Rejected
Poor,Employed,Land,Good,Personal,None,Other,15444,37315,14,6,2,1,4,14525,18912,71,2682,15705,Rejected
Good,Self-Employed,Car,Good,Personal,Collection,Car Financing,14971,48012,79,28,5,0,2,12458,8480,13,1379,13044,Approved
Excellent,Unemployed,Other,Good,Auto,None,Car Financing,32089,44737,21,45,5,5,4,10440,14141,94,3365,18542,Rejected
Excellent,Self-Employed,None,Poor,Personal,Tax Lien,Business,34603,47757,51,34,4,1,0,1313,3039,42,4353,15663,Rejected
Fair,Self-Employed,Car,Excellent,Personal,Other,Home Improvement,21289,26655,83,71,0,2,0,12234,9558,45,4084,18184,Rejected
Good,Employed,Land,Poor,Other,Other,Other,34415,27209,93,39,5,1,4,2313,11454,93,2330,4467,Approved
Fair,Employed,Investment,Poor,Mortgage,None,Other,43836,36874,22,76,4,2,2,11151,13862,11,4000,5260,Rejected
Good,Employed,Investment,Excellent,Personal,Tax Lien,Debt Consolidation,40970,14297,74,89,4,2,3,15792,15336,43,1708,19810,Approved
Fair,Unemployed,None,Poor,Personal,Judgement,Other,31409,18800,36,76,3,2,5,7549,4483,95,1961,11200,Rejected
Poor,Unemployed,Investment,Excellent,Auto,None,Debt Consolidation,13361,27779,61,9,3,0,5,9556,6037,91,1486,4601,Rejected
Good,Unemployed,Investment,Fair,Auto,Bankruptcy,Home Improvement,15579,39988,91,91,0,5,0,1334,7533,54,4442,901,Rejected
Good,Employed,House,Fair,Auto,Collection,Other,20054,45959,46,32,3,1,1,11661,17462,37,3200,9243,Rejected
Good,Unemployed,House,Poor,Student,Other,Other,37900,24960,66,38,0,4,3,13763,14425,72,2356,14880,Rejected
Excellent,Employed,Car,Excellent,Other,Judgement,Home Improvement,17224,37649,1,59,2,1,3,9765,18630,73,3974,3333,Rejected
Poor,Unemployed,Car,Fair,Student,Other,Car Financing,42308,27139,9,82,2,0,0,16829,13846,28,3740,11758,Rejected
Excellent,Employed,House,Excellent,Auto,None,Other,14967,43315,6,24,5,1,4,13720,19983,79,1572,10866,Rejected
Good,Employed,None,Fair,Mortgage,Collection,Debt Consolidation,18684,43605,8,86,5,5,3,14873,9973,43,4461,7238,Approved
Good,Employed,None,Good,Auto,None,Other,36733,31532,56,38,4,1,5,15014,12910,46,1266,7874,Approved
Poor,Self-Employed,None,Fair,Student,None,Debt Consolidation,43391,15902,56,39,4,5,2,3847,2787,43,4309,16212,Rejected
Good,Employed,Land,Poor,Auto,Tax Lien,Home Improvement,20282,35422,7,72,5,4,2,5829,9073,80,2961,18200,Rejected
Good,Unemployed,Car,Good,Auto,None,Debt Consolidation,29989,19487,22,30,1,2,0,19918,556,28,4622,1847,Rejected
Fair,Self-Employed,None,Fair,Mortgage,Other,Other,14884,33274,84,74,2,3,0,4929,18166,97,2559,4039,Rejected
Excellent,Employed,Other,Excellent,Personal,Collection,Other,35374,40900,5,8,2,5,4,3139,1404,81,2210,922,Rejected
Fair,Employed,House,Good,Mortgage,Judgement,Business,13204,44888,55,71,0,2,2,1933,19714,96,4462,11692,Rejected
Good,Self-Employed,Other,Poor,Mortgage,None,Business,39497,24371,53,49,3,0,4,16684,17371,65,3813,491,Rejected
Fair,Unemployed,Car,Excellent,Personal,Tax Lien,Business,12959,31506,47,83,3,5,1,13021,8420,18,3706,1234,Rejected
Fair,Self-Employed,Other,Poor,Auto,Bankruptcy,Debt Consolidation,26497,19417,87,23,4,3,1,18766,794,55,2774,15700,Rejected
Excellent,Self-Employed,House,Poor,Other,Judgement,Home Improvement,37776,20302,46,23,3,2,4,8778,13833,85,3979,16443,Rejected
Good,Employed,Car,Good,Mortgage,Other,Business,27602,23885,65,72,3,1,4,4385,5308,79,3488,6963,Approved
Good,Unemployed,Car,Poor,Auto,None,Home Improvement,13329,46479,41,31,1,2,2,8965,7960,52,3754,194,Rejected
Poor,Unemployed,Other,Poor,Other,Bankruptcy,Car Financing,26476,10709,30,62,0,2,4,4295,18948,23,1782,11377,Rejected
Excellent,Employed,None,Excellent,Student,Bankruptcy,Home Improvement,39214,17765,15,11,0,1,5,17980,15753,41,3485,5406,Rejected
Good,Self-Employed,Car,Fair,Auto,Bankruptcy,Debt Consolidation,24635,31307,36,41,3,5,1,11178,1344,74,1069,3592,Approved
Good,Unemployed,Car,Fair,Auto,Judgement,Car Financing,36174,35672,63,47,5,0,2,13643,6991,75,4709,6086,Rejected
Poor,Self-Employed,Car,Good,Personal,Bankruptcy,Business,49910,11363,69,32,1,1,1,4061,7012,61,2509,15176,Rejected
Excellent,Unemployed,None,Good,Personal,Tax Lien,Car Financing,30685,15762,10,28,4,4,5,11102,14760,23,1244,17756,Rejected
Fair,Self-Employed,Other,Excellent,Student,Collection,Other,34822,25220,25,88,4,5,2,9349,1612,89,4091,3261,Rejected
Poor,Self-Employed,House,Fair,Personal,Bankruptcy,Business,21527,36620,31,49,0,0,5,13323,11525,66,3479,956,Rejected
Fair,Unemployed,House,Good,Other,None,Other,40223,36760,20,87,1,5,4,19993,360,96,2625,4714,Rejected
Poor,Self-Employed,Car,Good,Other,Collection,Business,12648,36218,99,43,4,2,2,14962,9049,58,2782,11478,Rejected
Poor,Employed,Car,Excellent,Auto,Bankruptcy,Other,15459,20967,32,70,5,2,4,10096,17253,88,1381,15673,Rejected
Poor,Employed,None,Poor,Mortgage,Other,Business,34689,47209,13,23,1,0,2,10798,5399,3,4491,9322,Rejected
Good,Unemployed,Other,Fair,Other,Tax Lien,Business,34841,43955,16,34,0,5,4,14284,7055,88,3713,5465,Rejected
Poor,Self-Employed,House,Good,Auto,None,Debt Consolidation,46771,26862,47,26,2,0,5,5849,12939,88,2549,6560,Rejected
Poor,Unemployed,House,Fair,Personal,Collection,Other,38011,24448,80,11,1,5,3,17619,17708,88,2612,13075,Rejected
Good,Self-Employed,Car,Good,Mortgage,Other,Car Financing,43556,42828,85,35,0,1,0,4782,2739,56,1852,1134,Rejected
Good,Unemployed,Land,Good,Auto,Judgement,Other,23339,11132,100,67,5,3,1,11341,12391,37,1520,8583,Rejected
Poor,Employed,Land,Excellent,Student,None,Home Improvement,16950,23337,21,42,1,5,2,12058,18117,11,1467,15818,Rejected
Excellent,Unemployed,Other,Poor,Personal,Tax Lien,Home Improvement,26034,45483,9,33,4,4,4,9990,11704,40,3976,8031,Rejected
Good,Unemployed,Other,Good,Student,None,Home Improvement,37524,18762,47,98,1,4,3,14743,17447,54,3028,12865,Rejected
Good,Self-Employed,Other,Good,Mortgage,None,Other,36991,24271,54,50,4,4,1,18133,6433,86,3889,19112,Approved
Excellent,Self-Employed,Other,Excellent,Mortgage,None,Car Financing,10025,47544,78,69,0,4,2,12646,3190,48,4142,13657,Rejected
Excellent,Unemployed,Land,Fair,Student,Other,Debt Consolidation,44544,48581,11,12,0,3,1,15705,413,95,4759,18252,Rejected
Good,Self-Employed,None,Good,Personal,None,Debt Consolidation,42183,11864,66,24,0,5,1,19079,2076,2,3395,6914,Approved
Excellent,Unemployed,Land,Fair,Student,Other,Debt Consolidation,41434,41013,49,65,5,0,3,12798,10249,4,3368,13054,Rejected
Fair,Unemployed,Other,Poor,Mortgage,Collection,Car Financing,17913,48981,45,64,2,2,3,6355,14253,48,4966,5266,Rejected
Excellent,Employed,Investment,Poor,Student,Bankruptcy,Debt Consolidation,47046,19638,90,49,4,2,4,10966,18940,99,3070,10701,Rejected
Good,Self-Employed,House,Excellent,Mortgage,Collection,Home Improvement,35526,40933,18,14,3,4,3,17593,2329,55,2759,18626,Approved
Poor,Employed,House,Excellent,Auto,Bankruptcy,Business,45020,21945,35,51,1,0,3,12822,11641,5,1487,18560,Rejected
Excellent,Self-Employed,Car,Good,Auto,Collection,Car Financing,49611,22899,71,16,5,0,4,18295,18112,32,1923,9511,Rejected
Excellent,Unemployed,Investment,Poor,Auto,Judgement,Car Financing,14372,15241,92,99,5,0,3,12321,1213,23,2941,7592,Rejected
Excellent,Employed,House,Fair,Personal,Bankruptcy,Business,11448,23382,89,97,2,2,5,10869,14475,95,1185,10699,Rejected
Fair,Employed,House,Poor,Student,Tax Lien,Debt Consolidation,16435,10374,15,24,0,2,5,6817,3146,70,2147,12759,Rejected
Excellent,Self-Employed,Land,Poor,Personal,Bankruptcy,Other,16269,17241,92,93,3,1,1,4525,18016,10,1183,14107,Rejected
Fair,Self-Employed,Land,Poor,Auto,None,Car Financing,40917,44703,77,98,5,2,3,8423,10225,18,4805,16558,Rejected
Poor,Employed,Land,Good,Other,Judgement,Other,21997,12615,87,9,3,3,2,19402,19410,75,1617,14205,Rejected
Poor,Self-Employed,Investment,Poor,Student,Bankruptcy,Business,13002,32127,31,45,2,2,0,1637,18504,91,2413,1148,Rejected
Good,Self-Employed,House,Fair,Other,Judgement,Debt Consolidation,43835,23312,57,73,1,2,5,3325,6002,62,1857,19616,Rejected
Fair,Self-Employed,Other,Excellent,Mortgage,Other,Other,41981,31685,0,16,1,3,0,6189,9105,90,2256,10146,Rejected
Good,Unemployed,Other,Poor,Mortgage,Other,Business,21460,18198,25,96,3,5,1,14010,6900,97,4450,9247,Rejected
Good,Unemployed,Investment,Good,Student,Bankruptcy,Home Improvement,48231,21789,84,88,5,4,4,8414,5190,63,1983,12698,Rejected
Good,Employed,Other,Fair,Mortgage,Tax Lien,Debt Consolidation,45652,35128,85,43,3,3,4,1759,15839,61,3870,3525,Rejected
Fair,Unemployed,Land,Good,Mortgage,Collection,Home Improvement,46969,18386,86,60,0,4,0,12967,16387,67,1058,15234,Rejected
Fair,Unemployed,House,Poor,Personal,Other,Business,26102,37913,33,62,5,1,5,8485,6267,30,4307,10727,Rejected
Poor,Employed,Investment,Good,Personal,Judgement,Car Financing,40144,41141,2,5,3,4,1,11544,728,59,3946,8106,Rejected
Fair,Employed,None,Good,Personal,None,Car Financing,16623,30878,6,11,3,4,2,10502,19380,93,4852,18844,Rejected
Poor,Employed,Car,Good,Mortgage,Other,Car Financing,35446,47683,50,10,3,0,4,1006,9710,83,2065,1232,Rejected
Excellent,Self-Employed,None,Poor,Personal,Bankruptcy,Car Financing,26455,11226,1,86,1,5,1,3865,1726,44,4548,3079,Rejected
Poor,Self-Employed,Land,Good,Student,Tax Lien,Debt Consolidation,10180,14398,39,61,4,2,5,15130,8618,25,3009,19713,Rejected
Fair,Employed,Other,Good,Student,Judgement,Home Improvement,44545,43482,84,6,4,2,5,15872,15979,4,4522,14145,Rejected
Poor,Self-Employed,Other,Good,Mortgage,Other,Business,49595,22837,21,83,5,3,5,6595,6826,99,2264,7617,Rejected
Fair,Employed,Land,Good,Student,None,Debt Consolidation,27578,41091,27,81,1,1,4,9908,3804,98,3020,19490,Rejected
Good,Unemployed,Land,Poor,Student,Judgement,Debt Consolidation,25678,20302,4,14,2,1,2,14924,10160,56,1333,2037,Rejected
Good,Unemployed,Other,Poor,Mortgage,Collection,Debt Consolidation,19443,25781,10,54,2,2,2,10749,14382,27,4310,7700,Approved
Poor,Unemployed,Other,Fair,Student,Collection,Debt Consolidation,42049,30839,85,75,2,2,0,15968,5207,67,2434,2063,Rejected
Excellent,Employed,Investment,Good,Personal,Judgement,Other,12433,32288,45,30,1,0,0,7065,19797,36,4047,16194,Rejected
Good,Employed,Car,Fair,Personal,Tax Lien,Business,10287,39549,24,38,0,4,5,6629,7649,79,2143,8465,Approved
Fair,Unemployed,None,Good,Student,Collection,Business,20898,21080,86,73,1,0,4,4354,5201,54,3874,2806,Rejected
Excellent,Employed,None,Fair,Mortgage,Other,Other,49418,21985,98,22,1,0,0,16074,11542,7,2078,18177,Rejected
Excellent,Employed,Car,Good,Student,Collection,Debt Consolidation,41033,21647,6,14,3,3,1,9214,4475,93,1402,7555,Rejected
Poor,Unemployed,Car,Good,Personal,Judgement,Car Financing,18938,48794,30,42,2,3,3,1425,4738,38,4356,15748,Rejected
Good,Unemployed,Investment,Excellent,Personal,Other,Car Financing,29045,47482,8,80,0,4,3,3958,8506,2,4290,18513,Rejected
Poor,Unemployed,None,Fair,Student,Bankruptcy,Business,10742,40006,70,40,1,2,1,288,8592,80,2329,14601,Rejected
Excellent,Employed,None,Good,Personal,Other,Car Financing,37735,10664,12,74,1,2,1,19227,114,38,1190,18400,Rejected
Fair,Self-Employed,Other,Poor,Other,None,Other,28980,31522,23,77,2,1,0,13022,8687,43,3185,11635,Rejected
Good,Unemployed,House,Poor,Auto,Tax Lien,Other,17871,36169,43,17,2,0,1,266,8892,26,1786,17761,Approved
Good,Unemployed,House,Poor,Student,Tax Lien,Car Financing,20064,27194,30,25,1,2,4,6071,19523,53,2640,9874,Rejected
Poor,Self-Employed,None,Excellent,Personal,Tax Lien,Business,26604,10784,34,43,3,1,0,3018,5625,42,2899,4688,Rejected
Poor,Unemployed,None,Poor,Auto,Judgement,Business,18424,40288,52,47,3,3,3,7180,17730,10,4923,17043,Rejected
Excellent,Unemployed,None,Excellent,Student,Collection,Car Financing,34264,48899,42,90,4,3,0,8952,10034,11,1040,1375,Rejected
Excellent,Employed,Land,Poor,Auto,Tax Lien,Car Financing,41821,30514,58,88,3,2,1,8635,6054,22,1402,2804,Rejected
Fair,Unemployed,Investment,Excellent,Mortgage,Tax Lien,Business,31847,48179,22,66,4,5,2,19833,4059,4,3048,11597,Rejected
Good,Employed,Other,Poor,Student,Bankruptcy,Home Improvement,26102,10975,26,80,1,3,1,6483,4161,47,1471,15468,Rejected
Poor,Employed,House,Poor,Personal,Judgement,Home Improvement,16855,39639,36,6,4,3,0,13026,6281,5,4426,12694,Rejected
Good,Self-Employed,House,Fair,Auto,Judgement,Home Improvement,47796,29830,35,63,0,0,0,17706,4728,53,1293,11449,Rejected
Poor,Unemployed,Investment,Fair,Auto,Tax Lien,Car Financing,40682,42927,83,94,4,1,5,3798,1148,92,4765,18940,Rejected
Excellent,Employed,Land,Poor,Auto,Judgement,Home Improvement,14656,47058,40,99,5,4,0,976,10449,18,2715,1969,Rejected
Fair,Unemployed,Car,Fair,Student,Bankruptcy,Home Improvement,36352,17781,34,3,5,2,5,6491,14985,99,3211,8034,Rejected
Excellent,Employed,Investment,Excellent,Mortgage,Tax Lien,Debt Consolidation,24246,31288,34,7,1,0,4,2792,8744,49,2419,11928,Rejected
Good,Self-Employed,Land,Excellent,Student,Tax Lien,Debt Consolidation,12434,31547,32,80,0,3,2,11553,16452,33,3848,6464,Approved
Excellent,Self-Employed,Other,Poor,Other,None,Business,25778,39362,49,62,3,3,0,12810,11453,37,1625,595,Rejected
Good,Unemployed,House,Fair,Personal,Collection,Debt Consolidation,46050,44562,25,92,4,3,5,12211,17866,92,1999,1204,Rejected
Good,Self-Employed,Other,Good,Student,Collection,Debt Consolidation,43407,43543,44,5,2,0,0,16041,19034,67,3265,15081,Rejected
Fair,Employed,House,Poor,Personal,Bankruptcy,Car Financing,47383,15018,38,1,5,5,2,667,14806,34,2524,12982,Rejected
Fair,Employed,None,Excellent,Personal,Tax Lien,Other,10217,35316,13,80,1,5,2,13176,2113,73,2012,17513,Rejected
Good,Self-Employed,House,Good,Auto,Judgement,Business,49286,39037,50,18,5,5,3,19443,8101,24,3065,13427,Approved
Good,Employed,Investment,Poor,Personal,Collection,Other,40187,16681,55,50,0,5,4,7472,11072,18,2876,17944,Approved
Fair,Self-Employed,House,Fair,Student,Judgement,Other,24999,30833,26,11,2,5,0,5389,11943,34,4337,10845,Rejected
Excellent,Employed,Land,Good,Personal,Bankruptcy,Other,11808,19377,70,59,0,1,5,3449,11680,19,3584,3761,Rejected
Poor,Unemployed,Land,Fair,Student,None,Business,44542,17268,91,9,1,1,3,8823,15920,30,4060,17264,Rejected
Poor,Self-Employed,Investment,Good,Other,Other,Business,14583,38621,83,51,5,1,4,453,9245,24,4859,481,Rejected
Excellent,Self-Employed,Car,Fair,Student,Tax Lien,Business,42898,41738,50,21,3,5,0,10581,1886,7,4918,5022,Rejected
Poor,Employed,Land,Fair,Personal,Other,Car Financing,34469,32583,87,73,2,5,3,6874,2889,40,2152,9165,Rejected
Poor,Self-Employed,Investment,Fair,Mortgage,Tax Lien,Other,48855,29493,56,57,5,0,5,11505,739,49,1267,17208,Rejected
Good,Employed,Other,Excellent,Personal,Bankruptcy,Home Improvement,31395,27224,28,11,3,4,5,19113,3312,48,4554,211,Rejected
Good,Self-Employed,House,Fair,Mortgage,Collection,Business,32148,45675,15,67,2,1,1,5175,13528,90,3615,8537,Rejected
Poor,Unemployed,Car,Good,Personal,Other,Home Improvement,46727,12584,85,43,1,0,2,12543,14966,76,3255,1416,Rejected
